ID,String,Draw,Pick,Creator,V1,V2,Watermark,White
50,How am I maintaining my relationship status?,0,1,NULL,t,t,NULL,FALSE
215,Hulk Hogan.,,,NULL,t,t,NULL,TRUE
8,Hunting accidents.,,,NULL,t,f,1.1,TRUE
274,Hurricane Katrina.,,,NULL,t,t,NULL,TRUE
68,"I do not know with which weapons World War III will be fought, but World War IV will be fought with _____.",0,1,NULL,t,t,NULL,FALSE
11,I drink to forget _____.,0,1,NULL,t,t,NULL,FALSE
2,I got 99 problems but _____ ain't one.,0,1,NULL,t,t,NULL,FALSE
3,"I have an idea even better than Kickstarter, and it’s called ____starter.",0,1,NULL,f,f,X3,FALSE
1051,I learned the hard way that you can't cheer up a grieving friend with ____.,0,1,NULL,f,f,X1,FALSE
85,I never truly understood _____ until I encountered _____.,0,2,NULL,t,t,NULL,FALSE
1171,"I spent my whole life working toward ____, only to have it ruined by ____.",0,2,NULL,f,f,X2,FALSE
1164,"I went from ____ to ____, all thanks to ____.",2,3,NULL,f,f,X2,FALSE
23,I wish I hadn't lost the instruction manual for _____.,0,1,NULL,t,f,1.1,FALSE
12,"I'm sorry, Professor, but I couldn't complete my homework because of _____.",0,1,NULL,t,t,NULL,FALSE
13,I’m not like the rest of you. I’m too rich and busy for ____.,0,1,NULL,f,f,X3,FALSE
1168,"If God didn't want us to enjoy ____, he wouldn't have given us ____.",0,2,NULL,f,f,X2,FALSE
428,Impotence.,,,NULL,t,f,1.1,TRUE
26,"In 1,000 years, when paper money is but a distant memory, _____ will be our currency.",0,1,NULL,t,t,NULL,FALSE
1060,"In a pinch, ____ can be a suitable substitute for ____.",0,2,NULL,f,f,X1,FALSE
82,"In a world ravaged by _____, our only solace is _____.",0,2,NULL,t,t,NULL,FALSE
1006,"In an attempt to reach a wider audience, the Royal Ontario Museum has opened an interactive exhibit on ____.",0,1,NULL,f,f,CAN,FALSE
65,"In an attempt to reach a wider audience, the Smithsonian Museum of Natural History has opened an interactive exhibit on _____.",0,1,NULL,t,t,NULL,FALSE
1055,"In his new self-produced album, Kanye West raps over the sounds of ____.",0,1,NULL,f,f,X1,FALSE
83,"In his new summer comedy, Rob Schneider is _____ trapped in the body of _____.",0,2,NULL,t,f,1.1,FALSE
1161,"In his newest and most difficult stunt, David Blaine must escape from ____.",0,1,NULL,f,f,X2,FALSE
1052,"In its new tourism campaign, Detroit proudly proclaims that it has finally eliminated ____.",0,1,NULL,f,f,X1,FALSE
94,"In L.A. County Jail, word is you can trade 200 cigarettes for _____.",0,1,NULL,f,t,1.2,FALSE
81,"In M. Night Shyamalan's new movie, Bruce Willis discovers that _____ had really been _____ all along.",0,2,NULL,t,t,NULL,FALSE
64,"In Michael Jackson's final moments, he thought about _____.",0,1,NULL,t,t,NULL,FALSE
1048,"In Rome, there are whisperings that the Vatican has a secret room devoted to ____.",0,1,NULL,f,f,X1,FALSE
1059,"In the distant future, historians will agree that ____ marked the beginning of America's decline.",0,1,NULL,f,f,X1,FALSE
1060,"In the final round of this year’s Omegathon, Omeganauts must face off in a game of ____.",0,1,NULL,f,f,X3,FALSE
21,"In the new Disney Channel Original Movie, Hannah Montana struggles with _____ for the first time.",0,1,NULL,t,t,NULL,FALSE
22,"In the seventh circle of Hell, sinners must endure ____ for all eternity.",0,1,NULL,f,f,X3,FALSE
338,Inappropriate yelling.,,,NULL,t,f,1.1,TRUE
499,Inappropriate yodeling.,,,NULL,f,t,1.2,TRUE
324,Incest.,,,NULL,t,t,NULL,TRUE
1335,Indescribable loneliness.,,,NULL,f,f,X3,TRUE
1105,Insatiable bloodlust.,,,NULL,f,f,X1,TRUE
24,"Instead of coal, Santa now gives the bad children _____.",0,1,NULL,t,t,NULL,FALSE
240,Intelligent design.,,,NULL,t,t,NULL,TRUE
1218,Intimacy problems.,,,NULL,f,f,X2,TRUE
19,It's a pity that kids these days are all getting involved with _____.,0,1,NULL,t,t,NULL,FALSE
306,Italians.,,,NULL,t,t,NULL,TRUE
1106,Jafar.,,,NULL,f,f,X1,TRUE
1107,Jean-Claude Van Damme.,,,NULL,f,f,X1,TRUE
1215,Jeff Goldblum.,,,NULL,f,f,X2,TRUE
279,Jerking off into a pool of children's tears.,,,NULL,t,t,NULL,TRUE
66,Jew-fros.,,,NULL,t,t,NULL,TRUE
195,Jewish fraternities.,,,NULL,t,t,NULL,TRUE
502,Jibber-jabber.,,,NULL,f,t,1.2,TRUE
1307,Jiggle physics.,,,NULL,f,f,X3,TRUE
442,John Wilkes Booth.,,,NULL,t,t,NULL,TRUE
355,Judge Judy.,,,NULL,t,t,NULL,TRUE
356,Judging elves by the color of their skin and not by the content of their character.,,,NULL,f,f,X3,TRUE
357,Jumping out at people.,,,NULL,f,f,X3,TRUE
1108,Just the tip.,,,NULL,f,f,X1,TRUE
329,Justin Bieber.,,,NULL,t,t,NULL,TRUE
457,Kamikaze pilots.,,,NULL,t,t,NULL,TRUE
432,Kanye West.,,,NULL,t,t,NULL,TRUE
178,Keanu Reeves.,,,NULL,t,t,NULL,TRUE
188,Keeping Christ in Christmas.,,,NULL,t,f,1.1,TRUE
243,Keg stands.,,,NULL,t,t,NULL,TRUE
334,Kids with ass cancer.,,,NULL,t,t,NULL,TRUE
321,Kim Jong-il.,,,NULL,t,t,NULL,TRUE
348,Lactation.,,,NULL,t,t,NULL,TRUE
493,Lady Gaga.,,,NULL,f,t,1.2,TRUE
437,Lance Armstrong's missing testicle.,,,NULL,t,t,NULL,TRUE
146,Land mines.,,,NULL,t,t,NULL,TRUE
28,Laying an egg.,,,NULL,t,t,NULL,TRUE
126,Leaving an awkward voicemail.,,,NULL,t,t,NULL,TRUE
316,Leprosy.,,,NULL,t,t,NULL,TRUE
1373,Letting everyone down.,,,NULL,f,f,X3,TRUE
123,Letting yourself go.,,,NULL,t,f,1.1,TRUE
1110,Leveling up.,,,NULL,f,f,X1,TRUE
253,Licking things to claim them as your own.,,,NULL,t,t,NULL,TRUE
98,Life for American Indians was forever changed when the White Man introduced them to _____.,0,1,NULL,f,t,1.2,FALSE
69,Life was difficult for cavemen before _____.,0,1,NULL,t,f,1.1,FALSE
87,"Lifetime® presents _____, the story of _____.",0,2,NULL,t,t,NULL,FALSE
88,"Listen, son. If you want to get involved with ____, I won’t stop you. Just steer clear of ____.",0,2,NULL,f,f,X3,FALSE
1111,Literally eating shit.,,,NULL,f,f,X1,TRUE
1167,"Little Miss Muffet Sat on a tuffet, Eating her curds and ____.",0,1,NULL,f,f,X2,FALSE
1208,Living in a trashcan.,,,NULL,f,f,X2,TRUE
1209,Loading from a previous save.,,,NULL,f,f,X3,TRUE
246,Lockjaw.,,,NULL,t,t,NULL,TRUE
1200,"Loki, the trickster god.",,,NULL,f,f,X2,TRUE
335,Loose lips.,,,NULL,t,t,NULL,TRUE
336,Lovin’ you is easy ’cause you’re ____.,0,1,NULL,f,f,X3,FALSE
356,Lumberjack fantasies.,,,NULL,t,t,NULL,TRUE
440,Lunchables™.,,,NULL,t,t,NULL,TRUE
1109,Mad hacky-sack skills.,,,NULL,f,f,X1,TRUE
46,Major League Baseball has banned _____ for giving players an unfair advantage.,0,1,NULL,t,t,NULL,FALSE
86,Make a haiku.,2,3,NULL,t,t,NULL,FALSE
1216,Making a friend.,,,NULL,f,f,X2,TRUE
51,Making a pouty face.,,,NULL,t,t,NULL,TRUE
43,Making sex at her.,,,NULL,t,f,1.1,TRUE
1112,Making the penises kiss.,,,NULL,f,f,X1,TRUE
2,Man meat.,,,NULL,t,t,NULL,TRUE
156,Marky Mark and the Funky Bunch.,,,NULL,t,f,1.1,TRUE
129,Masturbation.,,,NULL,t,t,NULL,TRUE
439,Mathletes.,,,NULL,t,t,NULL,TRUE
91,Maybe she's born with it. Maybe it's _____.,0,1,NULL,f,t,1.2,FALSE
205,Me time.,,,NULL,t,t,NULL,TRUE
1213,Me.,,,NULL,f,f,X2,TRUE
462,MechaHitler.,,,NULL,f,t,1.2,TRUE
1113,Media coverage.,,,NULL,f,f,X1,TRUE
1114,Medieval Times® Dinner & Tournament.,,,NULL,f,f,X1,TRUE
1165,Members of New York's social elite are paying thousands of dollars just to experience ____.,0,1,NULL,f,f,X2,FALSE
74,Men.,,,NULL,t,t,NULL,TRUE
219,Menstruation.,,,NULL,t,t,NULL,TRUE
1062,Michael Bay's new three-hour action epic pits ____ against ____.,0,2,NULL,f,f,X1,FALSE
105,Michael Jackson.,,,NULL,t,t,NULL,TRUE
282,Michelle Obama's arms.,,,NULL,t,t,NULL,TRUE
1232,Mild autism.,,,NULL,f,f,X2,TRUE
1233,"Money can’t buy me love, but it can buy me ____.",0,1,NULL,f,f,X3,FALSE
1188,Mooing.,,,NULL,f,f,X2,TRUE
1115,Moral ambiguity.,,,NULL,f,f,X1,TRUE
465,Morgan Freeman's voice.,,,NULL,f,t,1.2,TRUE
17,Mountain Dew Code Red.,,,NULL,t,f,1.1,TRUE
302,Mouth herpes.,,,NULL,t,t,NULL,TRUE
444,"Mr. Clean, right behind you.",,,NULL,t,t,NULL,TRUE
1010,Mr. Dressup.,,,NULL,f,f,CAN,TRUE
383,Mr. Snuffleupagus.,,,NULL,t,f,1.1,TRUE
10,MTV's new reality show features eight washed-up celebrities living with _____.,0,1,NULL,t,t,NULL,FALSE
11,Mufasa’s death scene.,,,NULL,f,f,X3,TRUE
405,Muhammed (Praise Be Unto Him).,,,NULL,t,t,NULL,TRUE
445,Multiple stab wounds.,,,NULL,t,t,NULL,TRUE
99,Mutually-assured destruction.,,,NULL,t,t,NULL,TRUE
110,Muzzy.,,,NULL,t,f,1.1,TRUE
268,My collection of high-tech sex toys.,,,NULL,t,t,NULL,TRUE
1169,"My country, 'tis of thee, sweet land of ____.",0,1,NULL,f,f,X2,FALSE
1247,My first kill.,,,NULL,f,f,X2,TRUE
351,My genitals.,,,NULL,t,t,NULL,TRUE
352,My gym teacher got fired for adding ____ to the obstacle course.,0,1,NULL,f,f,X3,FALSE
93,My humps.,,,NULL,t,t,NULL,TRUE
504,My inner demons.,,,NULL,f,t,1.2,TRUE
505,My life is ruled by a vicious cycle of ____ and ____.,0,2,NULL,f,f,X3,FALSE
1116,My machete.,,,NULL,f,f,X1,TRUE
1371,"My manservant, Claude.",,,NULL,f,f,X3,TRUE
1163,My mom freaked out when she looked at my browser history and found ____.com/____.,0,2,NULL,f,f,X2,FALSE
1158,"My new favorite porn star is Joey ""____"" McGee.",0,1,NULL,f,f,X2,FALSE
345,My relationship status.,,,NULL,t,t,NULL,TRUE
257,My sex life.,,,NULL,t,t,NULL,TRUE
256,My soul.,,,NULL,t,t,NULL,TRUE
506,My vagina.,,,NULL,f,t,1.2,TRUE
1026,Naked News.,,,NULL,f,f,CAN,TRUE
210,Natalie Portman.,,,NULL,t,t,NULL,TRUE
497,Natural male enhancement.,,,NULL,f,t,1.2,TRUE
128,Natural selection.,,,NULL,t,t,NULL,TRUE
391,Nazis.,,,NULL,t,t,NULL,TRUE
114,Necrophilia.,,,NULL,t,t,NULL,TRUE
1080,Neil Patrick Harris.,,,NULL,f,f,X1,TRUE
370,New Age music.,,,NULL,t,t,NULL,TRUE
1017,Newfies.,,,NULL,f,f,CAN,TRUE
29,Next from J.K. Rowling: Harry Potter and the Chamber of _____.,0,1,NULL,t,t,NULL,FALSE
96,"Next on ESPN2, the World Series of _____.",0,1,NULL,f,t,1.2,FALSE
1172,Next time on Dr. Phil: How to talk to your child about ____.,0,1,NULL,f,f,X2,FALSE
48,Nickelback.,,,NULL,t,t,NULL,TRUE
485,Nicolas Cage.,,,NULL,f,t,1.2,TRUE
212,Nipple blades.,,,NULL,t,t,NULL,TRUE
207,Nocturnal emissions.,,,NULL,t,t,NULL,TRUE
208,Not contributing to society in any meaningful way.,,,NULL,f,f,X3,TRUE
380,Not giving a shit about the Third World.,,,NULL,t,t,NULL,TRUE
381,Not having sex.,,,NULL,f,f,X3,TRUE
349,Not reciprocating oral sex.,,,NULL,t,t,NULL,TRUE
350,Nothing.,,,NULL,f,f,X3,TRUE
1085,Nubile slave boys.,,,NULL,f,f,X1,TRUE
1233,Nunchuck moves.,,,NULL,f,f,X2,TRUE
1004,"O Canada, we stand on guard for ____.",0,1,NULL,f,f,CAN,FALSE
409,Obesity.,,,NULL,t,t,NULL,TRUE
56,Object permanence.,,,NULL,t,t,NULL,TRUE
173,Old-people smell.,,,NULL,t,t,NULL,TRUE
1118,Ominous background music.,,,NULL,f,f,X1,TRUE
1244,Oncoming traffic.,,,NULL,f,f,X2,TRUE
1251,One Ring to rule them all.,,,NULL,f,f,X2,TRUE
1117,One thousand Slim Jims.,,,NULL,f,f,X1,TRUE
1035,One trillion dollars.,,,NULL,f,f,B,TRUE
1173,Only two things in life are certain: death and ____.,0,1,NULL,f,f,X2,FALSE
411,Oompa-Loompas.,,,NULL,t,t,NULL,TRUE
132,Opposable thumbs.,,,NULL,t,t,NULL,TRUE
303,Overcompensation.,,,NULL,t,t,NULL,TRUE
1119,Overpowering your father.,,,NULL,f,f,X1,TRUE
176,Oversized lollipops.,,,NULL,t,t,NULL,TRUE
266,Pabst Blue Ribbon.,,,NULL,t,t,NULL,TRUE
505,Pac-Man uncontrollably guzzling cum.,,,NULL,f,t,1.2,TRUE
141,Panda sex.,,,NULL,t,t,NULL,TRUE
1072,Panty raids.,,,NULL,f,f,X1,TRUE
425,Parting the Red Sea.,,,NULL,t,t,NULL,TRUE
96,Party poopers.,,,NULL,t,t,NULL,TRUE
361,Passable transvestites.,,,NULL,t,t,NULL,TRUE
314,Passing a kidney stone.,,,NULL,t,t,NULL,TRUE
498,Passive-aggressive Post-it notes.,,,NULL,f,t,1.2,TRUE
216,Passive-agression.,,,NULL,t,f,1.1,TRUE
217,Paying the iron price.,,,NULL,f,f,X3,TRUE
371,PCP.,,,NULL,t,f,1.1,TRUE
263,Pedophiles.,,,NULL,t,t,NULL,TRUE
451,Peeing a little bit.,,,NULL,t,t,NULL,TRUE
122,Penis envy.,,,NULL,t,t,NULL,TRUE
221,Picking up girls at the abortion clinic.,,,NULL,t,t,NULL,TRUE
6,Pictures of boobs.,,,NULL,t,t,NULL,TRUE
1120,Pistol-whipping a hostage.,,,NULL,f,f,X1,TRUE
163,Pixelated bukkake.,,,NULL,t,t,NULL,TRUE
360,Police brutality.,,,NULL,t,t,NULL,TRUE
193,Pooping back and forth. Forever.,,,NULL,t,t,NULL,TRUE
489,Poor life choices.,,,NULL,f,t,1.2,TRUE
197,Poor people.,,,NULL,t,t,NULL,TRUE
255,Poorly-timed Holocaust jokes.,,,NULL,t,t,NULL,TRUE
407,Porn stars.,,,NULL,t,t,NULL,TRUE
1016,Poutine.,,,NULL,f,f,CAN,TRUE
1243,Power.,,,NULL,f,f,X2,TRUE
443,Powerful thighs.,,,NULL,t,t,NULL,TRUE
315,Prancing.,,,NULL,t,t,NULL,TRUE
40,Praying the gay away.,,,NULL,t,t,NULL,TRUE
41,Press (down)(down)(back)(forward)(B) to unleash ____.,0,1,NULL,f,f,X3,FALSE
159,Preteens.,,,NULL,t,t,NULL,TRUE
83,Pretending to care.,,,NULL,t,t,NULL,TRUE
1228,Pretty Pretty Princess Dress-Up Board Game®.,,,NULL,f,f,X2,TRUE
258,Pterodactyl eggs.,,,NULL,t,t,NULL,TRUE
395,Puberty.,,,NULL,t,t,NULL,TRUE
297,Public ridicule.,,,NULL,t,t,NULL,TRUE
220,Pulling out.,,,NULL,t,t,NULL,TRUE
1202,Pumping out a baby every nine months.,,,NULL,f,f,X2,TRUE
1203,Punching a tree to gather wood.,,,NULL,f,f,X3,TRUE
319,Puppies!,,,NULL,t,t,NULL,TRUE
320,Putting an entire peanut buter and jelly sandwich into the VCR.,,,NULL,f,f,X3,TRUE
387,Queefing.,,,NULL,t,t,NULL,TRUE
1121,Quiche.,,,NULL,f,f,X1,TRUE
1122,Quivering jowls.,,,NULL,f,f,X1,TRUE
406,Racially-biased SAT questions.,,,NULL,t,t,NULL,TRUE
365,Racism.,,,NULL,t,t,NULL,TRUE
262,Raping and pillaging.,,,NULL,t,t,NULL,TRUE
84,Raptor attacks.,,,NULL,t,t,NULL,TRUE
162,Re-gifting.,,,NULL,t,t,NULL,TRUE
292,Repression.,,,NULL,t,t,NULL,TRUE
276,Republicans.,,,NULL,t,t,NULL,TRUE
1123,Revenge fucking.,,,NULL,f,f,X1,TRUE
1319,Reverse cowgirl.,,,NULL,f,f,X3,TRUE
343,Riding off into the sunset.,,,NULL,t,t,NULL,TRUE
353,Ring Pops™.,,,NULL,t,f,1.1,TRUE
1124,Ripping into a man's chest and pulling out his still-beating heart.,,,NULL,f,f,X1,TRUE
1195,Rising from the grave.,,,NULL,f,f,X2,TRUE
293,Road head.,,,NULL,t,t,NULL,TRUE
249,"Robert Downey, Jr.",,,NULL,t,t,NULL,TRUE
189,RoboCop.,,,NULL,t,t,NULL,TRUE
1355,"Roland the Farter, flatulist to the king.",,,NULL,f,f,X3,TRUE
217,Ronald Reagan.,,,NULL,t,t,NULL,TRUE
19,Roofies.,,,NULL,t,t,NULL,TRUE
20,Rotating shapes in mid-air so that they fit into other shapes when they fall.,,,NULL,f,f,X3,TRUE
84,Rumor has it that Vladimir Putin's favorite dish is _____ stuffed with _____.,0,2,NULL,t,t,NULL,FALSE
85,"Running naked through a mall, pissing and shitting everywhere.",,,NULL,f,f,X3,TRUE
86,Running out of stamina.,,,NULL,f,f,X3,TRUE
1125,Ryan Gosling riding in on a white horse.,,,NULL,f,f,X1,TRUE
41,Same-sex ice dancing.,,,NULL,t,t,NULL,TRUE
42,Samuel L. Jackson.,,,NULL,f,f,X3,TRUE
1126,Santa Claus.,,,NULL,f,f,X1,TRUE
286,Sarah Palin.,,,NULL,t,t,NULL,TRUE
237,Saxophone solos.,,,NULL,t,t,NULL,TRUE
233,Scalping.,,,NULL,t,t,NULL,TRUE
1029,Schmirler the Curler.,,,NULL,f,f,CAN,TRUE
1049,Science will never explain the origin of ____.,0,1,NULL,f,f,X1,FALSE
39,Science.,,,NULL,t,t,NULL,TRUE
358,Scientology.,,,NULL,t,t,NULL,TRUE
359,Screaming like a maniac.,,,NULL,f,f,X3,TRUE
1198,Scrotal frostbite.,,,NULL,f,f,X2,TRUE
1127,Scrotum tickling.,,,NULL,f,f,X1,TRUE
138,Scrubbing under the folds.,,,NULL,t,t,NULL,TRUE
238,Sean Connery.,,,NULL,t,t,NULL,TRUE
76,Sean Penn.,,,NULL,t,t,NULL,TRUE
251,Seduction.,,,NULL,t,t,NULL,TRUE
252,Self-flagellation.,,,NULL,f,f,X3,TRUE
12,Self-loathing.,,,NULL,t,t,NULL,TRUE
155,Seppuku.,,,NULL,t,t,NULL,TRUE
447,Serfdom.,,,NULL,t,t,NULL,TRUE
101,Sexting.,,,NULL,t,t,NULL,TRUE
1128,Sexual humiliation.,,,NULL,f,f,X1,TRUE
400,Sexual tension.,,,NULL,t,t,NULL,TRUE
71,Sexy pillow fights.,,,NULL,t,t,NULL,TRUE
1129,Sexy Siamese twins.,,,NULL,f,f,X1,TRUE
1083,Shaft.,,,NULL,f,f,X1,TRUE
478,Shapeshifters.,,,NULL,f,t,1.2,TRUE
346,Shaquille O'Neal's acting career.,,,NULL,t,t,NULL,TRUE
108,Sharing needles.,,,NULL,t,t,NULL,TRUE
1385,Sharpening a foam broadsword on a foam whetstone.,,,NULL,f,f,X3,TRUE
313,Shorties and blunts.,,,NULL,t,f,1.1,TRUE
1311,Shutting the fuck up.,,,NULL,f,f,X3,TRUE
106,Skeletor.,,,NULL,t,t,NULL,TRUE
107,Slapping a racist old lady.,,,NULL,f,f,X3,TRUE
1130,Slow motion.,,,NULL,f,f,X1,TRUE
252,Smallpox blankets.,,,NULL,t,t,NULL,TRUE
253,Smashing all the pottery in a Pottery Barn in search of rupees.,,,NULL,f,f,X3,TRUE
27,Smegma.,,,NULL,t,t,NULL,TRUE
1383,"Sneezing, farting, and coming at the same time.",,,NULL,f,f,X3,TRUE
91,Sniffing glue.,,,NULL,t,t,NULL,TRUE
1028,Snotsicles.,,,NULL,f,f,CAN,TRUE
350,Sobbing into a Hungry-Man® Frozen Dinner.,,,NULL,t,f,1.1,TRUE
134,Soiling oneself.,,,NULL,t,t,NULL,TRUE
135,Some douche with an acoustic guitar.,,,NULL,f,f,X3,TRUE
136,Some kind of bird-man.,,,NULL,f,f,X3,TRUE
1193,Some really fucked-up shit.,,,NULL,f,f,X2,TRUE
467,Soup that is too hot.,,,NULL,f,t,1.2,TRUE
1131,Space muffins.,,,NULL,f,f,X1,TRUE
1238,"Special musical guest, Cher.",,,NULL,f,f,X2,TRUE
13,Spectacular abs.,,,NULL,t,t,NULL,TRUE
1339,Spending lots of money.,,,NULL,f,f,X3,TRUE
1391,Spending the year’s insulin budget on Warhammer 40k figurines.,,,NULL,f,f,X3,TRUE
136,Sperm whales.,,,NULL,t,t,NULL,TRUE
112,Spontaneous human combustion.,,,NULL,t,t,NULL,TRUE
1220,Spring break!,,,NULL,f,f,X2,TRUE
1132,Statistically validated stereotypes.,,,NULL,f,f,X1,TRUE
97,Step 1: _____. Step 2: _____. Step 3: Profit.,0,2,NULL,f,t,1.2,FALSE
1013,Stephen Harper.,,,NULL,f,f,CAN,TRUE
300,Stephen Hawking talking dirty.,,,NULL,t,t,NULL,TRUE
121,Stifling a giggle at the mention of Hutus and Tutsis.,,,NULL,t,t,NULL,TRUE
1040,Stormtroopers.,,,NULL,f,f,B,TRUE
37,Stranger danger.,,,NULL,t,t,NULL,TRUE
67,Studies show that lab rats navigate mazes 50% faster after being exposed to _____.,0,1,NULL,t,t,NULL,FALSE
64,Stunt doubles.,,,NULL,t,f,1.1,TRUE
1194,Subduing a grizzly bear and making her your wife.,,,NULL,f,f,X2,TRUE
164,Substitute teachers.,,,NULL,t,f,1.1,TRUE
1133,Sudden Poop Explosion Disease.,,,NULL,f,f,X1,TRUE
1088,Suicidal thoughts.,,,NULL,f,f,X1,TRUE
97,Sunshine and rainbows.,,,NULL,t,t,NULL,TRUE
367,Surprise sex!,,,NULL,t,t,NULL,TRUE
1212,Survivor's guilt.,,,NULL,f,f,X2,TRUE
191,"Sweet, sweet vengeance.",,,NULL,t,t,NULL,TRUE
1189,Swiftly achieving orgasm.,,,NULL,f,f,X2,TRUE
487,Switching to Geico®.,,,NULL,f,t,1.2,TRUE
374,Swooping.,,,NULL,t,t,NULL,TRUE
1027,Syrupy sex with a maple tree.,,,NULL,f,f,CAN,TRUE
165,Take-backsies.,,,NULL,t,t,NULL,TRUE
1197,Taking a man's eyes and balls out and putting his eyes where his balls go and then his balls in the eye holes.,,,NULL,f,f,X2,TRUE
181,Taking off your shirt.,,,NULL,t,t,NULL,TRUE
339,Tangled Slinkys.,,,NULL,t,t,NULL,TRUE
414,Tasteful sideboob.,,,NULL,t,t,NULL,TRUE
137,Teaching a robot to love.,,,NULL,t,t,NULL,TRUE
291,Team-building exercises.,,,NULL,t,t,NULL,TRUE
475,Teenage pregnancy.,,,NULL,f,t,1.2,TRUE
376,Tentacle porn.,,,NULL,t,t,NULL,TRUE
1019,Terry Fox's prosthetic leg.,,,NULL,f,f,CAN,TRUE
1001,test,0,1,NULL,f,f,NULL,FALSE
226,Testicular torsion.,,,NULL,t,t,NULL,TRUE
1002,testtest,,,NULL,f,f,NULL,TRUE
1309,That ass.,,,NULL,f,f,X3,TRUE
190,That one gay Teletubby.,,,NULL,t,f,1.1,TRUE
200,That thing that electrocutes your abs.,,,NULL,t,t,NULL,TRUE
89,"That's right, I killed _____. How, you ask? _____.",0,2,NULL,t,t,NULL,FALSE
180,The American Dream.,,,NULL,t,t,NULL,TRUE
427,The Amish.,,,NULL,t,t,NULL,TRUE
22,The Big Bang.,,,NULL,t,t,NULL,TRUE
23,The blind date was going horribly until we discovered our shared interest in ____.,0,1,NULL,f,f,X3,FALSE
270,The Blood of Christ.,,,NULL,t,t,NULL,TRUE
1134,The boners of the elderly.,,,NULL,f,f,X1,TRUE
1041,The Boy Scouts of America.,,,NULL,f,f,B,TRUE
479,The Care Bear Stare.,,,NULL,f,t,1.2,TRUE
115,The Chinese gymnastics team.,,,NULL,t,t,NULL,TRUE
481,The chronic.,,,NULL,f,t,1.2,TRUE
1046,The CIA now interrogates enemy agents by repeatedly subjecting them to ____.,0,1,NULL,f,f,X1,FALSE
61,The class field trip was completely ruined by _____.,0,1,NULL,t,t,NULL,FALSE
79,The clitoris.,,,NULL,t,t,NULL,TRUE
1209,The corporations.,,,NULL,f,f,X2,TRUE
436,The Dance of the Sugar Plum Fairy.,,,NULL,t,t,NULL,TRUE
1250,The day the birds attacked.,,,NULL,f,f,X2,TRUE
281,The deformed.,,,NULL,t,f,1.1,TRUE
1387,The depression that ensues after catching ‘em all.,,,NULL,f,f,X3,TRUE
507,The Donald Trump Seal of Approval™.,,,NULL,f,t,1.2,TRUE
1135,The economy.,,,NULL,f,f,X1,TRUE
1331,The entire Internet.,,,NULL,f,f,X3,TRUE
1037,The entire Mormon Tabernacle Choir.,,,NULL,f,f,B,TRUE
1012,The Famous Five.,,,NULL,f,f,CAN,TRUE
1136,The Fanta® girls.,,,NULL,f,f,X1,TRUE
1038,The female orgasm.,,,NULL,f,f,B,TRUE
1162,"The Five Stages of Grief: denial, anger, bargaining, ____, acceptance.",0,1,NULL,f,f,X2,FALSE
1020,The FLQ.,,,NULL,f,f,CAN,TRUE
201,The folly of man.,,,NULL,t,t,NULL,TRUE
398,The forbidden fruit.,,,NULL,t,t,NULL,TRUE
458,The Force.,,,NULL,t,t,NULL,TRUE
1141,The four arms of Vishnu.,,,NULL,f,f,X1,TRUE
357,The gays.,,,NULL,t,t,NULL,TRUE
277,The glass ceiling.,,,NULL,t,t,NULL,TRUE
1227,The Google.,,,NULL,f,f,X2,TRUE
1241,The grey nutrient broth that sustains Mitt Romney.,,,NULL,f,f,X2,TRUE
1137,The Gulags.,,,NULL,f,f,X1,TRUE
375,The Hamburglar.,,,NULL,t,t,NULL,TRUE
209,The hardworking Mexican.,,,NULL,t,t,NULL,TRUE
1369,The Harlem Globetrotters.,,,NULL,f,f,X3,TRUE
1138,The harsh light of day.,,,NULL,f,f,X1,TRUE
1175,The healing process began when I joined a support group for victims of ____.,0,1,NULL,f,f,X2,FALSE
250,The heart of a child.,,,NULL,t,t,NULL,TRUE
1139,The hiccups.,,,NULL,f,f,X1,TRUE
223,The Holy Bible.,,,NULL,t,t,NULL,TRUE
222,The homosexual agenda.,,,NULL,t,t,NULL,TRUE
1239,The human body.,,,NULL,f,f,X2,TRUE
452,The Hustle.,,,NULL,t,t,NULL,TRUE
206,The inevitable heat death of the universe.,,,NULL,t,t,NULL,TRUE
65,The invisible hand.,,,NULL,t,t,NULL,TRUE
330,The Jews.,,,NULL,t,t,NULL,TRUE
153,The KKK.,,,NULL,t,t,NULL,TRUE
1395,The Klobb.,,,NULL,f,f,X3,TRUE
382,The Kool-Aid Man.,,,NULL,t,t,NULL,TRUE
1361,The Land of Chocolate.,,,NULL,f,f,X3,TRUE
492,The Little Engine That Could.,,,NULL,f,t,1.2,TRUE
460,The Make-A-Wish® Foundation.,,,NULL,t,t,NULL,TRUE
1182,The mere concept of Applebee's®.,,,NULL,f,f,X2,TRUE
227,The milk man.,,,NULL,t,t,NULL,TRUE
421,The miracle of childbirth.,,,NULL,t,t,NULL,TRUE
1196,The mixing of the races.,,,NULL,f,f,X2,TRUE
1347,"The moist, demanding chasm of his mouth.",,,NULL,f,f,X3,TRUE
1229,The new Radiohead album.,,,NULL,f,f,X2,TRUE
1018,The Official Languages Act. La Loi sur les langues officielles.,,,NULL,f,f,CAN,TRUE
248,The People's Elbow.,,,NULL,t,f,1.1,TRUE
53,The placenta.,,,NULL,t,t,NULL,TRUE
31,The Pope.,,,NULL,t,t,NULL,TRUE
